,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
3139,3139,45.02931981471656,0.35786977119323304,5.138095653444414,0.18734552516041664,11.838239920885748,0.03349343924556263,11.519761047892128,0.5169358139936605,0.47600351752340997,6.0209255324365065,0.14572713522816624,0.12675216140865872,0.0005514273118981173,0.5562493746104034
3142,3142,45.02931981471656,0.4740431371640976,5.227046072060277,0.20141254151765547,7.033586725195435,0.10404345554194253,10.088969698444524,0.4183029613688019,0.06672300764677849,6.0117267550442115,0.15382878788186605,0.1510443156033241,0.2999813059378418,0.9236429812007348
2312,2312,45.02931981471656,0.460725325621107,8.362280899523757,0.6606246048558416,6.040250665465488,0.5036466817813078,8.163101281513542,0.5108622722729522,0.058364870903066975,1.927538162468888,0.21512743923477273,0.31182095669589704,0.18039585300983146,0.7669515236513619
2320,2320,45.02931981471656,0.17737710807437648,7.78924846253501,0.597904851099136,5.0727546419438445,0.7545307079951855,11.503740966991659,0.03603849646335502,0.6241856289795392,10.958386455754951,0.41019687545921635,0.4863367335222752,0.3940677819707128,0.9822474652358185
2298,2298,45.02931981471656,0.4228421898868188,11.007462063167688,0.6044058754291056,2.3430472892401077,0.16699254737667127,10.209014616025408,0.02112973234190476,0.03416284168692287,10.69826330084237,0.42572914770441217,0.446750504947529,0.14426506775564837,0.7163039868242148
2308,2308,45.02931981471656,0.55046211515113,7.5502868653873865,0.7798462419614041,3.0496089289084307,0.4780928569283076,3.478160991247278,0.4940523270659786,0.3079012191168746,2.5259764862574845,0.365844377710675,0.12290605851854824,0.2530341294579661,0.7446119710735422
146,146,45.02931981471656,0.49204768312671193,7.0744174181151,0.0035933539794934244,6.756958409762904,0.6909948884733178,2.915906249363299,0.062439601766151265,0.026650216255125342,9.171886698837314,0.2696786271395892,0.0637012273766359,0.13993711823623584,0.7520657520987892
3056,3056,45.02931981471656,0.4596288692065731,8.72972043446248,0.18139234011937674,7.208510462843814,0.7738067699728822,2.5342629813684074,0.15930817626690527,0.15653827666169232,3.599346020819228,0.8573414606135318,0.2973674996638843,0.5251109554703813,0.9571930128801017
2471,2471,45.02931981471656,0.3892115104466653,9.010377967766015,0.052444128974979756,6.812891808116347,0.1660856934471762,4.91045341239525,0.7408824089814612,0.06472687763428056,6.581177106333966,0.23976695373484297,0.2557064964555844,0.5073999946642698,0.9343284509437627
4907,4907,45.02931981471656,0.29750253515928116,8.439099115473718,0.535308613001877,7.1102280715856105,0.5538209075640664,1.365491560781074,0.10765481423265044,0.04082852358356876,5.122578118678496,0.22724817434711203,0.1107995357195352,0.5985020913064254,0.981831483176702
4917,4917,45.02931981471656,0.40355059970844476,6.22462786514763,0.16438835741097596,7.59993717713058,0.13103454029983766,10.259410193508497,0.4046809952198104,0.07133479526097969,4.3274628972607045,0.2565819899001316,0.47286563228226075,0.2487353932039007,0.332972502012148
2464,2464,45.02931981471656,0.42138590894463546,8.04353964140627,0.7839693601240957,7.000997357063288,0.7850836888621427,3.3745729035133984,0.985738625403775,0.08608073313804071,7.9963301831614135,0.3696507179333127,0.48725710806999556,0.04469646829629483,0.8961745668593705
